First Name, Last Name, Nickname, Twitter, Occupation, Sex, Image, Wikia, Location, Season Name, Season Number, Character Type, Age, Placement, Days Lasted, Votes Against, Starting Tribe, Swapped Tribe, Med Evac, Quit, Tribe Wins, Individual Wins,
"Greg","Buis","","","Fashion model;Ivy League Graduate","M","http://vignette4.wikia.nocookie.net/survivor/images/c/c2/S1_greg_t.jpg/revision/latest?cb=20120828052917","http://survivor.wikia.com/wiki/Greg_Buis","Gold Hill, CO","Borneo","1","Know-It-All","24","9","24","6","","","0","0","6","2",
"Sekou","Bunch","","","Jazz Musician","M","http://vignette3.wikia.nocookie.net/survivor/images/e/eb/S13_sekou_t.jpg/revision/latest?cb=20120830005906","http://survivor.wikia.com/wiki/Sekou_Bunch","Los Angeles, CA","Cook Islands","13","The Specialist","45","20","3","3","","","0","0","0","0",
"Sandy","Burgin","","","Bus Driver","F","http://vignette3.wikia.nocookie.net/survivor/images/5/55/S18_sandy_t.jpg/revision/latest?cb=20120830164613","http://survivor.wikia.com/wiki/Sandy_Burgin","Louisville, KY","Tocantins","18","Crazy Cat Lady","53","13","12","6","","","0","0","4","0",
"Sunday","Burquest","","","Youth Pastor","F","http://vignette4.wikia.nocookie.net/survivor/images/3/33/S33-sunday-burquest.jpg/revision/latest?cb=20170119203922","http://survivor.wikia.com/wiki/Sunday_Burquest","Otsego, Minnesota","Millennials vs Gen X","33","Mommy Dearest","18","7","35","5","","","0","0","0","0",
"Jay","Byars","","","Fashion model","M","http://vignette4.wikia.nocookie.net/survivor/images/b/b0/S24_jay_t.jpg/revision/latest?cb=20120830202653","http://survivor.wikia.com/wiki/Jay_Byars","Gaffney, SC","One World","24","Good Ol' Boy","24","10","25","5","","","0","0","7","3",
"Gabriel","Cade","","","Bartender","M","http://vignette4.wikia.nocookie.net/survivor/images/c/cf/S4_gabriel_t.jpg/revision/latest?cb=20120828082505","http://survivor.wikia.com/wiki/Gabriel_Cade","Celo, NC","Marquesas","4","Surfer Dude","23","12","15","7","","","0","0","6","0",
"Alicia","Calaway","","","Personal Trainer","F","http://vignette3.wikia.nocookie.net/survivor/images/5/57/S2_alicia_t.jpg/revision/latest?cb=20120828061314","http://survivor.wikia.com/wiki/Alicia_Calaway","New York City, NY","The Australian Outback","2","Oh No You Didn't!","32","9","24","5","","","0","0","6","0",
"Alicia","Calaway","","","Personal Trainer","F","http://vignette3.wikia.nocookie.net/survivor/images/5/57/S2_alicia_t.jpg/revision/latest?cb=20120828061314","http://survivor.wikia.com/wiki/Alicia_Calaway","New York City, NY","All-Stars","8","Oh No You Didn't!","35","7","30","7","","","0","0","0","0",
"J.P.","Calderon","","","Volleyball Pro","M","http://vignette2.wikia.nocookie.net/survivor/images/4/48/S13_jp_t.jpg/revision/latest?cb=20120830005751","http://survivor.wikia.com/wiki/J.P._Calderon","Marina del Rey, CA","Cook Islands","13","True Grit","30","17","11","7","","","0","0","2","0",
"Marisa","Calihan","","","Student","F","http://vignette3.wikia.nocookie.net/survivor/images/9/92/S19_marisa_t.jpg/revision/latest?cb=20120830170621","http://survivor.wikia.com/wiki/Marisa_Calihan","Cincinnati, OH","Samoa","19","Secretly Smart Bikini Babe","25","20","3","7","","","0","0","1","0",
"Jessie","Camacho","","","Sheriff","F","http://vignette2.wikia.nocookie.net/survivor/images/e/e9/S3_jessie_t.jpg/revision/latest?cb=20120828072329","http://survivor.wikia.com/wiki/Jessie_Camacho","Orlando, FL","Africa","3","Meredith Grey","25","15","6","5","","","0","0","0","0",
"Josh","Canfield","","","Singer/Actor/Writer","M","http://vignette3.wikia.nocookie.net/survivor/images/1/15/S29_josh_t.png/revision/latest?cb=20140828004511","http://survivor.wikia.com/wiki/Josh_Canfield","New York City, NY","San Juan del Sur","29","Social Butterfly (Perez Hilton)","32","11","21","6","","","0","0","5","0",
"Erik","Cardona","","","Bartender","M","http://vignette1.wikia.nocookie.net/survivor/images/7/73/S19_erik_t.jpg/revision/latest?cb=20120830170352","http://survivor.wikia.com/wiki/Erik_Cardona","Ontario, CA","Samoa","19","John McClane","28","12","21","10","","","0","0","8","0",
"Gregg","Carey","","","Business Consultant","M","http://vignette2.wikia.nocookie.net/survivor/images/7/74/S10_gregg_t.jpg/revision/latest?cb=20120829223018","http://survivor.wikia.com/wiki/Gregg_Carey","Chicago, IL","Palau","10","Alpha Male Control Freak","27","6","33","4","","","0","0","11","2",
"John","Carroll","","","Registered Nurse","M","http://vignette3.wikia.nocookie.net/survivor/images/f/fb/S4_john_t.jpg/revision/latest?cb=20120828082548","http://survivor.wikia.com/wiki/John_Carroll","Omaha, NE","Marquesas","4","Social Butterfly (Perez Hilton)","36","9","24","8","","","0","0","7","0",
"Austin","Carty","","","Writer","M","http://vignette2.wikia.nocookie.net/survivor/images/1/18/S12_austin_t.jpg/revision/latest?cb=20120830001722","http://survivor.wikia.com/wiki/Austin_Carty","High Point, NC","Panama: Exile Island","12","Good Ol' Boy","24","9","21","7","","","0","0","6","0",
"Mark","Caruso","","","Retired NYPD detective","M","http://vignette4.wikia.nocookie.net/survivor/images/4/40/S23_mark_t.jpg/revision/latest?cb=20120830203049","http://survivor.wikia.com/wiki/Mark_Caruso","Forest Hills, NY","South Pacific","23","Social Butterfly (Perez Hilton)","48","17","9","6","","","0","0","2","0",
"Lindsey","Cascaddan","","","Hairdresser","F","http://vignette4.wikia.nocookie.net/survivor/images/1/1f/S30_lindsey_t.png/revision/latest?cb=20150121191716","http://survivor.wikia.com/wiki/Lindsey_Cascaddan","College Park, FL","Worlds Apart","30","Siren","24","15","11","5","","","0","0","3","0",
"Rob","Cesternino","","","Computer projects coordinator;Podcast host","M","http://vignette2.wikia.nocookie.net/survivor/images/b/b3/S6_rob_t.jpg/revision/latest?cb=20120829030144","http://survivor.wikia.com/wiki/Rob_Cesternino","Wantagh, NY","The Amazon","6","Know-It-All","24","3","38","4","","","0","0","4","1",
"Rob","Cesternino","","","Computer projects coordinator;Podcast host","M","http://vignette2.wikia.nocookie.net/survivor/images/b/b3/S6_rob_t.jpg/revision/latest?cb=20120829030144","http://survivor.wikia.com/wiki/Rob_Cesternino","Wantagh, NY","All-Stars","8","Know-It-All","25","15","12","5","","","0","0","0","0",
"Christina","Cha","","","Career consultant","F","http://vignette2.wikia.nocookie.net/survivor/images/e/e8/S24_christina_t.jpg/revision/latest?cb=20120830202735","http://survivor.wikia.com/wiki/Christina_Cha","West Hollywood, CA","One World","24","Culturally Awkward  Girl","28","4","38","9","","","0","0","3","2",
"Yau-Man","Chan","","","Computer Engineer","M","http://vignette3.wikia.nocookie.net/survivor/images/f/f2/S14_yauman_t.jpg/revision/latest?cb=20120830034221","http://survivor.wikia.com/wiki/Yau-Man_Chan","Alameda, CA","Fiji","14","Know-It-All","54","4","38","9","","","0","0","4","5",
"Yau-Man","Chan","","","Computer Engineer","M","http://vignette3.wikia.nocookie.net/survivor/images/f/f2/S14_yauman_t.jpg/revision/latest?cb=20120830034221","http://survivor.wikia.com/wiki/Yau-Man_Chan","Alameda, CA","Micronesia: Fans vs Favourites","16","Know-It-All","55","18","8","6","","","0","0","0","0",
"Michelle","Chase","","","Music Producer","F","http://vignette3.wikia.nocookie.net/survivor/images/2/2e/S17_michelle_t.jpg/revision/latest?cb=20120830160449","http://survivor.wikia.com/wiki/Michelle_Chase","Los Angeles, CA","Gabon","17","Secretly Smart Bikini Babe","24","18","3","8","","","0","0","0","0",
"Mike","Chiesl","","","Iraq War veteran","M","http://vignette3.wikia.nocookie.net/survivor/images/0/01/S22_mike_t.jpg/revision/latest?cb=20120830203441","http://survivor.wikia.com/wiki/Mike_Chiesl","Del Mar, CA","Redemption Island","22","Alpha Male Control Freak","31","6","36","6","","","0","0","3","4",
"Sonja","Christopher","","","Musician","F","http://vignette2.wikia.nocookie.net/survivor/images/c/cf/S1_sonja_t.jpg/revision/latest?cb=20120828053122","http://survivor.wikia.com/wiki/Sonja_Christopher","Walnut Creek, CA","Borneo","1","Tough Old Broad","63","16","3","4","Tagi","","0","0","0","0",
"Alec","Christy","","","Student","M","http://vignette4.wikia.nocookie.net/survivor/images/5/53/S29_alec_t.png/revision/latest?cb=20140828000349","http://survivor.wikia.com/wiki/Alec_Christy","Winter Park, FL","San Juan del Sur","29","Surfer Dude","22","7","32","4","","","0","0","5","2",
"Drew","Christy","","","Traveling sales representative","M","http://vignette3.wikia.nocookie.net/survivor/images/f/fa/S29_drew_t.png/revision/latest?cb=20140828001638","http://survivor.wikia.com/wiki/Drew_Christy","Winter Park, FL","San Juan del Sur","29","Seduce and Destroy","25","15","10","5","","","0","0","6","0",
"Sophie","Clarke","","","Medical student","F","http://vignette3.wikia.nocookie.net/survivor/images/a/ab/S23_sophie_t.jpg/revision/latest?cb=20120830203202","http://survivor.wikia.com/wiki/Sophie_Clarke","Willsboro, NY","South Pacific","23","Chelsea Handler","21","1","39","5","","","0","0","4","3",
"James","Clement","","","Gravedigger","M","http://vignette1.wikia.nocookie.net/survivor/images/5/5c/S15_james_t.jpg/revision/latest?cb=20120830041720","http://survivor.wikia.com/wiki/James_Clement","Lafayette, LA","China","15","John McClane","30","7","30","9","","","0","0","6","1",
"James","Clement","","","Gravedigger","M","http://vignette1.wikia.nocookie.net/survivor/images/5/5c/S15_james_t.jpg/revision/latest?cb=20120830041720","http://survivor.wikia.com/wiki/James_Clement","Lafayette, LA","Micronesia: Fans vs Favourites","16","John McClane","30","7","31","3","","","0","0","0","0",
"James","Clement","","","Gravedigger","M","http://vignette1.wikia.nocookie.net/survivor/images/5/5c/S15_james_t.jpg/revision/latest?cb=20120830041720","http://survivor.wikia.com/wiki/James_Clement","Lafayette, LA","Heroes vs Villains","20","John McClane","32","14","15","7","","","0","0","0","0",
"Scout","Cloud Lee","","","Rancher","F","http://vignette4.wikia.nocookie.net/survivor/images/9/91/S9_scout_t.jpg/revision/latest?cb=20120829202115","http://survivor.wikia.com/wiki/Scout_Cloud_Lee","Stillwater, OK","Vanuatu","9","I Can See Your Periscope","59","3","38","3","","","0","0","6","0",
"Brett","Clouser","","","T-shirt Designer","M","http://vignette2.wikia.nocookie.net/survivor/images/8/8d/S19_brett_t.jpg/revision/latest?cb=20120830170322","http://survivor.wikia.com/wiki/Brett_Clouser","Los Angeles, CA","Samoa","19","Surfer Dude","23","4","38","3","","","0","0","8","4",
"John","Cochran","","","Television Writer","M","http://vignette1.wikia.nocookie.net/survivor/images/a/a4/S23_cochran_t.jpg/revision/latest?cb=20120830203020","http://survivor.wikia.com/wiki/John_Cochran","Washington D.C.","South Pacific","23","Know-It-All","24","8","31","13","","","0","0","4","0",
"John","Cochran","","","Television Writer","M","http://vignette1.wikia.nocookie.net/survivor/images/a/a4/S23_cochran_t.jpg/revision/latest?cb=20120830203020","http://survivor.wikia.com/wiki/John_Cochran","Washington D.C.","Caramoan: Fans vs Favourites 2","26","Know-It-All","26","1","39","0","","","0","0","0","0",
"John","Cody","","","Physician","M","http://vignette3.wikia.nocookie.net/survivor/images/1/11/S27_john_t.jpg/revision/latest?cb=20130821173721","http://survivor.wikia.com/wiki/John_Cody","Washington, DC","Blood vs. Water","27","Seduce and Destroy","30","13","19","8","","","0","0","0","4",
"Shawn","Cohen","","","Advertising Sales","M","http://vignette1.wikia.nocookie.net/survivor/images/3/35/S7_shawn_t.jpg/revision/latest?cb=20120829190438","http://survivor.wikia.com/wiki/Shawn_Cohen","New York City, NY","Pearl Islands","7","Seduce and Destroy","28","12","19","5","","","0","0","7","0",
"Earl","Cole","","","Ad Executive","M","http://vignette2.wikia.nocookie.net/survivor/images/1/14/S14_earl_t.jpg/revision/latest?cb=20120830033859","http://survivor.wikia.com/wiki/Earl_Cole","Santa Monica, CA","Fiji","14","Seduce and Destroy","35","1","39","1","","","0","0","4","2",
"Erin","Collins","","","Real Estate Agent","F","http://vignette4.wikia.nocookie.net/survivor/images/b/be/S5_erin_t.jpg/revision/latest?cb=20120829021240","http://survivor.wikia.com/wiki/Erin_Collins","Austin, TX","Thailand","5","Secretly Smart Bikini Babe","26","9","24","3","","","0","0","6","0",
"Jeremy","Collins","","","Firefighter","M","http://vignette3.wikia.nocookie.net/survivor/images/9/90/S29_jeremy_t.png/revision/latest?cb=20140828002107","http://survivor.wikia.com/wiki/Jeremy_Collins","Foxboro, MA","San Juan del Sur","29","John McClane","36","10","24","5","","","0","0","9","3",
"Jeremy","Collins","","","Firefighter","M","http://vignette3.wikia.nocookie.net/survivor/images/9/90/S29_jeremy_t.png/revision/latest?cb=20140828002107","http://survivor.wikia.com/wiki/Jeremy_Collins","Foxboro, MA","Cambodia: Second Chance","31","John McClane","38","1","39","3","","","0","0","0","0",
"Katie","Collins","","","Hedge fund support","F","http://vignette2.wikia.nocookie.net/survivor/images/b/bb/S27_katie_t.jpg/revision/latest?cb=20130821173722","http://survivor.wikia.com/wiki/Katie_Collins","New York City, NY","Blood vs. Water","27","Siren","25","8","33","4","","","0","0","1","1",
"Val","Collins","","","Police officer","F","http://vignette1.wikia.nocookie.net/survivor/images/1/11/S29_val_t.png/revision/latest?cb=20140828002011","http://survivor.wikia.com/wiki/Val_Collins","Foxboro, MA","San Juan del Sur","29","Meredith Grey","35","17","6","9","","","0","0","0","0",
"Teresa","Cooper","","","Flight Attendant","F","http://vignette3.wikia.nocookie.net/survivor/images/f/f1/S3_teresa_t.jpg/revision/latest?cb=20120828072536","http://survivor.wikia.com/wiki/Teresa_Cooper","Jackson, GA","Africa","3","Tough Old Broad","42","5","36","4","","","0","0","6","1",
"Gretchen","Cordy","","","Homemaker;Teacher","F","http://vignette4.wikia.nocookie.net/survivor/images/2/2c/S1_gretchen_t.jpg/revision/latest?cb=20120828052929","http://survivor.wikia.com/wiki/Gretchen_Cordy","Clarksville, TN","Borneo","1","I Can See Your Periscope","38","10","21","4","","","0","0","6","0",
"Cristina","Coria","","","Police Officer","F","http://vignette2.wikia.nocookie.net/survivor/images/e/ef/S13_cristina_t.jpg/revision/latest?cb=20120830005652","http://survivor.wikia.com/wiki/Cristina_Coria","Los Angeles, CA","Cook Islands","13","I Can See Your Periscope","35","14","15","5","","","0","0","3","0",
"Brian","Corridan","","","Ivy League Student","M","http://vignette1.wikia.nocookie.net/survivor/images/5/5e/S11_brian_t.jpg/revision/latest?cb=20120829231755","http://survivor.wikia.com/wiki/Brian_Corridan","New York City, NY","Guatemala","11","Social Butterfly (Perez Hilton)","22","12","15","7","","","0","0","3","0",
"Crystal","Cox","","","Olympic athleteChildcare Teacher","F","http://vignette3.wikia.nocookie.net/survivor/images/4/46/S17_crystal_t.jpg/revision/latest?cb=20120830160244","http://survivor.wikia.com/wiki/Crystal_Cox","Durham, NC","Gabon","17","G.I. Jane","29","6","36","11","","","0","0","2","0",
"Gina","Crews","","","Nature Guide","F","http://vignette2.wikia.nocookie.net/survivor/images/3/38/S4_gina_t.jpg/revision/latest?cb=20120828082521","http://survivor.wikia.com/wiki/Gina_Crews","Gainesville, FL","Marquesas","4","G.I. Jane","28","11","18","3","","","0","0","3","0",
"Chad","Crittenden","","","Teacher","M","http://vignette4.wikia.nocookie.net/survivor/images/6/6f/S9_chad_t.jpg/revision/latest?cb=20120829201830","http://survivor.wikia.com/wiki/Chad_Crittenden","Thousand Oaks, CA","Vanuatu","9","Ponyboy","34","8","27","7","","","0","0","7","1",
"Bob","Crowley","","","Physics Teacher","M","http://vignette3.wikia.nocookie.net/survivor/images/8/87/S17_bob_t.jpg/revision/latest?cb=20120830160013","http://survivor.wikia.com/wiki/Bob_Crowley","Portland, ME","Gabon","17","Know-It-All","57","1","39","2","","","0","0","9","5",
"Dave","Cruser","","","Bartender","M","http://vignette4.wikia.nocookie.net/survivor/images/0/02/S15_dave_t.jpg/revision/latest?cb=20120830041609","http://survivor.wikia.com/wiki/Dave_Cruser","Simi Valley, CA","China","15","The Specialist","37","13","12","6","","","0","0","2","0",
"Brad","Culpepper","","","Attorney/Former NFL player","M","http://vignette4.wikia.nocookie.net/survivor/images/8/8d/S27_brad_t.jpg/revision/latest?cb=20130821173720","http://survivor.wikia.com/wiki/Brad_Culpepper","Tampa Bay, FL","Blood vs. Water","27","True Grit","44","15","14","7","","","0","0","0","1",
"Brad","Culpepper","","","Attorney/Former NFL player","M","http://vignette4.wikia.nocookie.net/survivor/images/8/8d/S27_brad_t.jpg/revision/latest?cb=20130821173720","http://survivor.wikia.com/wiki/Brad_Culpepper","Tampa Bay, FL","Game Changers","34","True Grit","47","2","1","0","Nuku","","0","0","0","0",
"Monica","Culpepper","","","Ex-NFL Player's wife;Homemaker","F","http://vignette3.wikia.nocookie.net/survivor/images/8/83/S24_monica_t.jpg/revision/latest?cb=20120830202456","http://survivor.wikia.com/wiki/Monica_Culpepper","Tampa, FL","One World","24","Tough Old Broad","41","14","14","5","","","0","0","3","0",
"Monica","Culpepper","","","Ex-NFL Player's wife;Homemaker","F","http://vignette3.wikia.nocookie.net/survivor/images/8/83/S24_monica_t.jpg/revision/latest?cb=20120830202456","http://survivor.wikia.com/wiki/Monica_Culpepper","Tampa, FL","Blood vs. Water","27","Tough Old Broad","43","2","39","6","","","0","0","0","0",
"Colton","Cumbie","","","Student;Student Teacher","M","http://vignette2.wikia.nocookie.net/survivor/images/7/7f/S24_colton_t.jpg/revision/latest?cb=20120830202720","http://survivor.wikia.com/wiki/Colton_Cumbie","Monroeville, AL","One World","24","Social Butterfly (Perez Hilton)","21","13","16","1","","","0","0","4","0",
"Colton","Cumbie","","","Student;Student Teacher","M","http://vignette2.wikia.nocookie.net/survivor/images/7/7f/S24_colton_t.jpg/revision/latest?cb=20120830202720","http://survivor.wikia.com/wiki/Colton_Cumbie","Monroeville, AL","Blood vs. Water","27","Social Butterfly (Perez Hilton)","22","19","7","0","","","0","0","0","0",
"Ami","Cusack","","","Coffee BaristaNanny","F","http://vignette3.wikia.nocookie.net/survivor/images/9/99/S9_ami_t.jpg/revision/latest?cb=20120829201754","http://survivor.wikia.com/wiki/Ami_Cusack","Lakewood, CO","Vanuatu","9","Erin Brockovich","31","6","33","8","","","0","0","6","4",
